name,subclade,BEAST-set
AOO54911,F-clade,N
AOO54935,F-clade,N
AOT22464,V-clade,N
AOT22527,F-clade,N
AOT22535,V-clade,N
AOT22559,F-clade,N
AOT22607,F-clade,N
AOT22614,V-clade,N
AOT22653,V-clade,N
AOT22689,V-clade,N
AOT87097,V-clade,N
AOT87185,V-clade,N
AOT87251,V-clade,N
AOT87482,V-clade,N
AOT87504,V-clade,N
AOT87592,V-clade,N
AOT87614,V-clade,N
AOT87669,V-clade,N
AOT87702,V-clade,N
AOT88065,V-clade,N
AOT88087,V-clade,N
AOT88329,V-clade,N
AOT88351,V-clade,N
AOT88384,V-clade,N
AOT88483,V-clade,N
AOT88494,V-clade,N
AOT88538,V-clade,N
AOT88549,V-clade,N
AOT92173,V-clade,N
AOT92195,V-clade,N
AOT92261,V-clade,N
AOT92415,V-clade,N
AOT92569,V-clade,N
AOT92657,V-clade,N
AOT92679,V-clade,N
AOT92767,V-clade,N
AOT93031,V-clade,N
AOT93196,V-clade,N
AOT93240,V-clade,N
AOT93361,V-clade,N
AOT93647,V-clade,N
AOW44772,V-clade,N
AOX49742,V-clade,N
AOX49758,F-clade,N
AOX49826,V-clade,N
AOZ81472,V-clade,N
AOZ81513,V-clade,N
AOZ81544,V-clade,N
AOZ85806,V-clade,N
AOZ86659,V-clade,N
AOZ86686,V-clade,N
AOZ86695,V-clade,N
APA16406,V-clade,N
APA16507,F-clade,Y
APB88869,F-clade,N
APB89174,F-clade,N
APC58074,F-clade,N
APC58400,V-clade,N
APC58411,V-clade,N
APG56564,F-clade,N
APG56626,V-clade,N
APG56688,F-clade,N
APG56711,V-clade,N
APG56743,V-clade,N
APG56751,F-clade,N
APH11056,V-clade,N
APH11179,V-clade,N
APO20413,V-clade,N
APO40001,F-clade,N
APO40002,F-clade,N
APP91978,V-clade,N
APP91986,V-clade,N
APP91994,F-clade,Y
APP92026,V-clade,N
APP92042,F-clade,N
APT37578,V-clade,N
APT38349,V-clade,N
APT38616,V-clade,N
APT38809,V-clade,N
APT39048,V-clade,N
APT39136,V-clade,N
APW30790,V-clade,N
APW30826,F-clade,Y
APW30833,V-clade,N
APW30851,V-clade,N
APW30896,V-clade,N
APW30905,V-clade,N
APW30927,V-clade,N
APW30991,V-clade,N
APW31040,F-clade,N
APW31056,F-clade,N
APW31066,F-clade,N
APW31117,F-clade,Y
APW31132,V-clade,N
APW81868,V-clade,N
APY25864,V-clade,N
AQN74131,V-clade,N
AQN74472,V-clade,Y
AQN74499,V-clade,N
AQN74513,V-clade,N
AQN74520,V-clade,N
AQN74612,V-clade,N
AQN74661,V-clade,N
AQN74826,V-clade,N
AQN75896,V-clade,N
AQS21051,V-clade,N
AQS21202,V-clade,N
AQS98174,V-clade,N
AQS98410,V-clade,N
AQT27424,F-clade,N
AQT30214,F-clade,N
AQT30250,F-clade,Y
AQT30730,F-clade,N
AQU12468,F-clade,N
AQW35700,V-clade,N
AQW36794,V-clade,N
AQW37207,V-clade,N
AQY14874,V-clade,N
AQY18911,V-clade,N
AQZ42060,V-clade,N
ARB17958,V-clade,N
ARD25499,V-clade,N
ARD26075,V-clade,N
ARD26785,V-clade,N
ARG42342,V-clade,N
ARH17625,V-clade,N
ARH17647,V-clade,N
ARI68226,F-clade,N
ARI68382,V-clade,N
ARI68758,V-clade,N
ARI68811,V-clade,N
ARI69180,V-clade,N
ARI69246,V-clade,N
ARI69294,V-clade,N
ARI69557,V-clade,N
ARI69804,V-clade,N
ARI69865,V-clade,N
ARI69912,V-clade,N
ARI70159,V-clade,N
ARI70314,V-clade,N
ARI70601,V-clade,N
ARO43031,V-clade,N
ARO43110,V-clade,N
ARO43198,V-clade,N
ARO43290,V-clade,N
ARO85302,V-clade,N
ARQ84850,V-clade,N
ARQ86276,V-clade,N
ARR99032,V-clade,N
ARR99043,V-clade,Y
ART29528,V-clade,N
ART29663,V-clade,N
ART29681,F-clade,N
ART29691,V-clade,N
ART29751,V-clade,N
ARW80333,V-clade,N
ARX97145,F-clade,N
ARX97165,F-clade,N
ARX97371,F-clade,N
ARX97379,F-clade,N
ASB32534,V-clade,Y
ASB32594,V-clade,N
ASB32642,V-clade,N
ASB32852,V-clade,N
ASB32943,V-clade,N
ASB32989,V-clade,N
ASB33061,V-clade,N
ASB33121,V-clade,N
ASB33193,F-clade,N
ASB33253,F-clade,N
ASB33523,F-clade,Y
ASB33607,V-clade,N
ASB33667,V-clade,N
ASB33703,V-clade,N
ASB33739,V-clade,N
ASB33865,V-clade,N
ASB33889,V-clade,N
ASB33937,V-clade,N
ASF58139,F-clade,N
ASK82281,V-clade,N
ASK82601,V-clade,N
ASK83605,V-clade,N
ASK84424,V-clade,N
ASK84480,V-clade,N
ASM91191,V-clade,N
ASR92096,V-clade,N
ASU06518,V-clade,N
ASU07378,V-clade,N
ASW32666,V-clade,N
ASW32791,V-clade,N
ASW33068,V-clade,N
ASW33159,V-clade,N
ASW34050,V-clade,N
ASX97596,F-clade,N
ASX97645,F-clade,N
ASY92460,F-clade,N
ASY92707,F-clade,Y
ASY92755,F-clade,N
ASY93008,F-clade,N
ASZ79422,V-clade,N
ATB53828,F-clade,N
ATB53862,F-clade,N
ATB53874,F-clade,N
ATB54017,V-clade,N
ATB54050,V-clade,N
ATB54105,V-clade,N
ATB54116,V-clade,N
ATB54126,V-clade,N
ATB54181,V-clade,N
ATB54269,V-clade,N
ATB54346,V-clade,N
ATE48884,V-clade,N
ATE49058,V-clade,N
ATE49225,V-clade,N
ATE49743,V-clade,N
ATE49763,V-clade,N
ATE49895,V-clade,N
ATE49905,V-clade,N
ATI21454,F-clade,N
ATI21564,F-clade,N
ATI21636,F-clade,N
ATI22948,V-clade,N
ATJ01147,F-clade,N
ATJ01170,F-clade,N
ATJ01554,F-clade,N
ATJ01566,F-clade,Y
ATJ01610,F-clade,N
ATJ01688,V-clade,N
ATJ01699,F-clade,N
ATJ01722,F-clade,N
ATJ01734,F-clade,N
ATJ01927,F-clade,N
ATJ01986,V-clade,N
ATJ01997,F-clade,N
ATJ02086,F-clade,N
ATJ02098,F-clade,N
ATJ02155,F-clade,N
ATJ02199,F-clade,N
ATJ02345,F-clade,N
ATJ02367,F-clade,N
ATJ02550,F-clade,N
ATJ02572,F-clade,N
ATJ02731,F-clade,N
ATJ02776,F-clade,N
ATJ02788,F-clade,N
ATL15312,F-clade,N
ATL15336,V-clade,N
ATP61370,F-clade,N
ATP61399,V-clade,N
ATP61450,F-clade,N
ATP61494,V-clade,N
ATP79748,V-clade,N
ATP79970,V-clade,N
ATP80183,V-clade,N
ATP80636,V-clade,N
ATV88326,V-clade,N
ATX61245,V-clade,N
ATY36399,V-clade,N
ATZ79037,V-clade,Y
ATZ79430,V-clade,N
ATZ79874,V-clade,N
AUC64256,V-clade,N
AUC65510,V-clade,N
AUC65876,V-clade,N
AUH29593,V-clade,N
AUH29953,V-clade,N
AUH30657,V-clade,N
AUI43441,V-clade,N
AUI43476,V-clade,N
AUI44022,V-clade,N
AUI44132,V-clade,N
AUM61263,F-clade,N
AUM61341,V-clade,N
AUM61351,F-clade,N
AUM61371,F-clade,Y
AUN87056,F-clade,N
AUN87145,F-clade,N
AUN87195,F-clade,N
AUN87225,F-clade,Y
AUO32131,F-clade,N
AUP48019,V-clade,N
AUP48063,V-clade,N
AUP48572,V-clade,N
AUP48728,V-clade,N
AUP48842,V-clade,N
AUR34061,F-clade,N
AUR34085,V-clade,N
AUT17443,V-clade,N
AUT17487,V-clade,N
AVH77393,V-clade,N
AVH77569,V-clade,N
AVH77855,V-clade,N
AVH86276,V-clade,N
AVH86286,F-clade,N
AVH86316,F-clade,N
AVI15120,V-clade,N
AVL84666,V-clade,N
AVL84696,F-clade,N
AVL84805,F-clade,N
AVN87098,V-clade,N
AVN87131,V-clade,N
AVN87209,V-clade,N
AVN87277,V-clade,N
AVN87299,V-clade,N
AVN87310,V-clade,N
AVN87356,V-clade,N
AVN87400,V-clade,N
AVN87422,V-clade,N
AVP03512,V-clade,N
AVP03531,V-clade,N
AVP03690,V-clade,N
AVP03762,V-clade,N
AVP08584,V-clade,N
AVP08661,V-clade,N
AVP08914,V-clade,N
AVP09062,V-clade,N
AVP09211,V-clade,N
AVP09391,V-clade,N
AVP09400,V-clade,N
AVP09420,V-clade,N
AVP09497,V-clade,N
AVP09530,V-clade,N
AVP09640,V-clade,N
AVR40725,V-clade,N
AVR40769,V-clade,N
AVR40784,V-clade,N
AVR40936,V-clade,Y
AVR40967,V-clade,N
AVR41061,V-clade,N
AVR41154,V-clade,N
AVR41176,V-clade,N
AVR41231,V-clade,N
AVR41308,V-clade,N
AVR41391,V-clade,N
AVT56046,F-clade,N
AVX28542,V-clade,N
AVX28691,V-clade,N
AVX28768,V-clade,N
AVX28823,V-clade,N
AVX28900,V-clade,N
AVX28999,V-clade,N
AVX29030,V-clade,N
AVX29076,V-clade,N
AVX35662,V-clade,N
AVX35752,V-clade,N
AVX35821,F-clade,Y
AVX35849,V-clade,N
AVZ44834,V-clade,N
AWB13799,V-clade,N
AWB13832,V-clade,N
AWC06857,V-clade,N
AWC06956,V-clade,N
AWC07000,V-clade,N
AWC07077,V-clade,N
AWC07088,V-clade,N
AWC07198,V-clade,N
AWI42280,V-clade,N
AWI42379,V-clade,N
AWI42412,V-clade,N
AWI42588,V-clade,N
AWI42687,V-clade,N
AWI42698,V-clade,N
AWI42780,V-clade,N
AWR17880,V-clade,N
AWV55026,F-clade,N
AWV55056,F-clade,N
AWV55104,V-clade,N
AWV55193,F-clade,N
AWW19628,V-clade,N
AWW19647,V-clade,N
AWW19648,V-clade,N
AWW19652,V-clade,N
AWW19656,V-clade,N
AWW19661,V-clade,N
AWW19684,V-clade,N
AWW19690,V-clade,N
AWW19693,V-clade,N
AWW19697,V-clade,N
AWW19706,V-clade,N
AWW19708,V-clade,N
AWW19716,V-clade,N
AWW19719,V-clade,N
AWW19724,V-clade,N
AWW19737,V-clade,N
AWW20340,V-clade,N
AWW20478,V-clade,N
AWW21183,V-clade,N
AWX41469,V-clade,N
AWX41555,V-clade,N
AWX41698,V-clade,N
AXB50949,V-clade,N
AXB51010,V-clade,N
AXB51113,V-clade,N
AXB51164,V-clade,N
AXB51188,V-clade,N
AXB51252,V-clade,N
AXB51318,V-clade,N
AXB51362,V-clade,N
AXB53095,V-clade,N
AXB53549,V-clade,N
AXB53572,V-clade,N
AXB53808,V-clade,N
AXC24829,V-clade,N
AXC24877,F-clade,N
AXC24887,V-clade,N
AXC24917,F-clade,N
AXC24956,V-clade,N
AXC24964,F-clade,Y
AXC25005,F-clade,N
AXE74450,F-clade,N
AXE74481,F-clade,N
AXE74571,F-clade,N
AXF93401,V-clade,N
AXF93480,V-clade,N
AXF93667,V-clade,N
AXH81431,V-clade,N
AXK92812,V-clade,N
AXK92831,V-clade,N
AXK92963,V-clade,N
AXO64910,V-clade,N
AXQ11768,V-clade,Y
AXR71693,V-clade,N
AXS67910,V-clade,N
AXS75433,F-clade,N
AXS75443,V-clade,N
AXU05465,V-clade,N
AXV43437,V-clade,Y
AXY80612,V-clade,Y
AXY80623,V-clade,N
AYD79166,V-clade,N
AYD79196,V-clade,N
AYF59378,V-clade,N
AYH65058,V-clade,N
AYM50096,V-clade,N
AYM50290,V-clade,N
AYM50348,V-clade,Y
AYM55964,V-clade,N
AYM55974,F-clade,N
AYM55984,F-clade,N
AYM56013,F-clade,N
AYN07971,V-clade,Y
AYO97921,V-clade,N
AYO98325,F-clade,N
AYO98642,F-clade,N
BAJ12104,clade-split,Y
BBG82773,V-clade,N
BBG82794,clade-split,Y
AYQ95827,F-clade,Y
AYQ95837,F-clade,N
AYV88001,V-clade,N
AYV88041,V-clade,N
AYV88069,V-clade,N
AYW00588,V-clade,N
AYW00621,V-clade,N
AYW00676,V-clade,N
AYW00687,V-clade,N
AYW34930,V-clade,N
AYW34950,F-clade,N
AYW34990,F-clade,N
AYW35000,V-clade,N
AZC15400,V-clade,N
AZF99221,V-clade,N
AZG04561,V-clade,N
AZG04725,V-clade,N
AZG04747,V-clade,N
AZJ60713,V-clade,N
AZJ60882,V-clade,N
AZK15989,V-clade,N
AZL96806,V-clade,N
AZL96817,V-clade,N
AZQ00465,F-clade,N
AZQ20472,F-clade,N
AZQ20494,V-clade,N
AZQ20529,F-clade,N
AZQ20623,V-clade,N
AZQ98057,V-clade,N
AZQ98103,V-clade,N
AZQ98159,V-clade,N
AZQ98181,V-clade,N
AZQ98214,V-clade,N
AZQ98236,V-clade,N
AZQ98373,V-clade,N
AZQ98384,V-clade,N
AZQ98407,V-clade,N
AZQ98565,V-clade,N
AZQ98767,V-clade,N
AZQ98812,V-clade,N
AZQ98891,V-clade,N
AZQ98983,V-clade,N
AZQ99029,V-clade,N
AZS61866,V-clade,Y
AZS61960,V-clade,N
AZS64728,V-clade,N
AZS64975,V-clade,N
AZS65032,V-clade,N
AZS65187,V-clade,N
AZS65198,V-clade,N
AZS65391,V-clade,N
AZS65490,V-clade,N
AZS65535,V-clade,N
AZS65562,V-clade,N
AZS65607,V-clade,N
AZS69189,V-clade,N
AZS69223,V-clade,N
AZS69518,V-clade,N
AZY31749,V-clade,N
AZY40060,V-clade,N
AZY40064,V-clade,N
AZY40080,V-clade,N
AZY40085,V-clade,N
AZY40103,V-clade,N
AZY40115,V-clade,N
AZY40121,V-clade,N
AZY87317,V-clade,N
QAB02159,V-clade,N
QAB02312,V-clade,N
QAB02571,V-clade,N
QAB02582,V-clade,N
QAB03538,V-clade,N
QAB03543,V-clade,N
QAB03565,V-clade,N
QAB03593,V-clade,N
QAB04421,V-clade,N
QAB04431,V-clade,N
QAU20753,V-clade,N
QAX25200,F-clade,N
QAX25280,F-clade,N
QAX25483,F-clade,N
QAX25572,F-clade,N
QAX25618,F-clade,Y
QAX25629,F-clade,N
QAX25672,F-clade,N
QAX25684,F-clade,N
QAX25717,V-clade,N
QAX25750,F-clade,N
QAX25761,F-clade,N
QAX25775,F-clade,N
QAX25911,F-clade,N
QAX26067,F-clade,N
QAX26091,F-clade,N
QAX26126,F-clade,N
QAY27581,V-clade,N
QAY27614,V-clade,N
QAY27689,V-clade,N
QAY27852,V-clade,N
QAY27867,V-clade,N
QAY27912,V-clade,N
QAY28008,V-clade,N
QAY28041,V-clade,N
QAY28094,V-clade,N
QAY28106,V-clade,N
QAY28217,V-clade,N
QAY30757,F-clade,N
QAY30781,V-clade,N
QAY30877,F-clade,N
QAY30925,F-clade,N
QAY31009,V-clade,N
QBA29506,F-clade,N
QBA29572,F-clade,N
QBA29622,V-clade,N
QBA29660,V-clade,N
QBA82338,V-clade,N
QBA98183,V-clade,N
QBA98287,V-clade,N
QBA98289,V-clade,N
QBA98424,V-clade,N
QBA98566,V-clade,N
QBA98717,V-clade,N
QBA98728,V-clade,N
QBA99009,V-clade,N
QBA99078,V-clade,N
QBA99240,V-clade,N
QBF01583,F-clade,N
QBF01872,F-clade,N
QBF01956,V-clade,N
QBF02484,V-clade,Y
QBF02820,V-clade,N
QBF03375,F-clade,N
QBF66426,V-clade,N
QBF66492,V-clade,N
QBF66646,V-clade,N
QBF66657,V-clade,N
QBF67044,V-clade,N
QBH70683,V-clade,N
QBH70702,V-clade,N
QBH70704,V-clade,N
QBH70716,V-clade,N
QBH70731,V-clade,N
QBH71133,V-clade,N
QBH71190,V-clade,N
QBH71496,V-clade,N
QBH71596,V-clade,N
QBL90268,V-clade,N
QBL90402,V-clade,N
QBL90457,V-clade,N
QBL90600,V-clade,N
QBL90611,V-clade,N
QBL90710,V-clade,N
QBL90886,V-clade,N
QBL90974,V-clade,N
QBL96608,V-clade,N
QBL96696,V-clade,N
QBL96707,V-clade,N
QBL96762,V-clade,N
QBL96784,V-clade,N
QBM03056,V-clade,N
QBM03224,V-clade,N
QBM03235,V-clade,N
QBM03279,V-clade,N
QBM03432,V-clade,N
QBM03466,V-clade,N
QBM03521,V-clade,N
QBM03642,V-clade,N
QBM03653,V-clade,N
QBM03906,V-clade,N
QBM04005,V-clade,N
QBM04027,V-clade,N
QBM04170,V-clade,Y
QBM04214,V-clade,N
QBM04224,V-clade,N
QBM04258,V-clade,N
QBM04357,V-clade,N
QBM04511,V-clade,N
QBM06602,V-clade,N
QBM06635,V-clade,N
QBM07101,V-clade,N
QBM07145,V-clade,N
QBM07223,V-clade,N
QBM07279,V-clade,N
QBM07290,V-clade,N
QBM07356,V-clade,N
QBM12181,V-clade,N
QBM12206,V-clade,N
QBM12901,V-clade,N
QBM13062,V-clade,N
QBO25267,V-clade,N
QBO25382,V-clade,N
QBO25411,F-clade,N
QBO25481,F-clade,N
QBO25620,V-clade,N
QBO25639,F-clade,N
QBP37810,V-clade,N
QBP37847,V-clade,N
QBP37880,V-clade,N
QBP37891,V-clade,N
QBP37905,V-clade,N
QBP38085,V-clade,N
QBQ86362,V-clade,N
QBQ86384,V-clade,N
QBQ86538,V-clade,N
QBQ86648,V-clade,N
QBQ86714,V-clade,N
QBQ86725,V-clade,N
QBR86716,V-clade,N
QBR86727,V-clade,N
QBR86738,V-clade,N
QBR86760,V-clade,N
QBR86782,V-clade,Y
QBR86825,V-clade,N
QBR86836,V-clade,N
QBR86913,V-clade,N
QBR87067,V-clade,N
QBR87100,V-clade,N
QBR87155,V-clade,N
QBR98651,V-clade,N
QBR98783,V-clade,N
QBS18605,V-clade,N
QBS18608,V-clade,N
QBS18818,V-clade,N
QBS18887,V-clade,N
QBS19016,V-clade,N
QBS19107,V-clade,N
QBS19176,V-clade,N
QBS19350,V-clade,N
QBS19427,V-clade,N
QBS19692,V-clade,N
QBS19830,V-clade,N
QBX91562,V-clade,N
QBX91570,V-clade,N
QBX91573,V-clade,N
QBX91594,V-clade,N
QBX91604,V-clade,N
QBX91609,V-clade,N
QBX91617,V-clade,N
QBX91621,V-clade,N
QBX91638,V-clade,N
QBX92273,V-clade,N
QBX92634,V-clade,N
QBY33590,V-clade,N
QBY33600,V-clade,N
QBY33869,V-clade,N
QBY33926,V-clade,N
QBY33957,V-clade,N
QBY34100,V-clade,N
QBY34177,V-clade,N
QBY34375,V-clade,N
QBY34474,V-clade,N
QBZ79111,V-clade,N
QBZ79139,V-clade,N
QBZ79727,V-clade,N
QBZ80190,V-clade,N
QBZ80201,V-clade,N
QBZ80245,V-clade,N
QBZ80442,V-clade,N
QCF42754,V-clade,N
QCF43022,V-clade,N
QCF43055,V-clade,N
QCF43111,V-clade,N
QCF43169,V-clade,N
QCF43897,V-clade,N
QCF44013,V-clade,N
QCF44150,V-clade,N
QCF60795,F-clade,N
QCF60804,F-clade,N
QCF60824,V-clade,N
QCF60844,V-clade,N
QCG82622,V-clade,N
QCG82643,V-clade,N
QCG82764,V-clade,N
QCG82940,V-clade,N
QCG82962,V-clade,Y
QCG83226,V-clade,N
QCG83269,V-clade,N
QCG83313,V-clade,N
QCG83566,V-clade,N
QCG83577,V-clade,N
QCH41734,V-clade,N
QCH41739,V-clade,N
QCH42690,V-clade,N
QCO71824,V-clade,N
QCO72129,V-clade,N
QCO72184,V-clade,N
QCO90092,F-clade,N
QCO90112,V-clade,N
QCO90142,V-clade,N
QCO90209,V-clade,N
QCP66484,V-clade,N
QCP66487,V-clade,N
QCP66695,V-clade,N
QCP66730,V-clade,N
QCP66975,V-clade,N
QCQ18722,V-clade,N
QCQ18729,V-clade,N
QCQ18742,V-clade,N
QCQ18762,V-clade,N
QCQ18763,V-clade,N
QCQ18769,V-clade,N
QCR95333,V-clade,N
QCT09326,V-clade,N
QCW11317,V-clade,N
QCW11344,V-clade,N
QCW11387,V-clade,Y
QCW11519,V-clade,N
QCW11596,V-clade,N
QCW11684,V-clade,N
QCW11850,V-clade,N
QCW11916,V-clade,N
QCW16669,V-clade,N
QCW16738,V-clade,N
QCW16936,V-clade,N
QCW17082,V-clade,N
QCW17156,V-clade,Y
QCW17165,V-clade,N
QCW17319,V-clade,N
QCW17382,V-clade,N
QCW17605,V-clade,N
QCW17639,V-clade,N
QCW17693,V-clade,N
QCW17764,V-clade,N
QCW17768,V-clade,N
QCW17811,V-clade,N
QCW17825,V-clade,N
QCW17865,V-clade,N
QCW18023,V-clade,N
QCW18044,V-clade,N
QDA16839,V-clade,N
QDA17408,V-clade,N
QDA45692,V-clade,N
QDA45819,V-clade,N
QDA45864,V-clade,N
QDC19666,V-clade,N
QDC20844,V-clade,N
QDC27225,V-clade,N
QDC27460,V-clade,N
QDC27483,V-clade,N
QDD56784,V-clade,N
QDE05283,V-clade,N
QDE05325,V-clade,N
QDE05349,V-clade,N
QDE05679,V-clade,N
QDE05800,V-clade,N
QDE05811,V-clade,N
QDE05877,V-clade,N
QDE05921,V-clade,N
QDE05976,V-clade,N
QDE06075,V-clade,N
QDE06086,V-clade,N
QDE06163,V-clade,N
QDF81600,F-clade,N
QDF81630,V-clade,N
QDF81688,F-clade,N
QDF81708,F-clade,N
QDF81738,F-clade,N
QDF81748,V-clade,N
QDF81795,F-clade,N
QDF81834,V-clade,N
QDF81903,F-clade,N
QDF81943,V-clade,N
QDF81972,V-clade,N
QDH76708,V-clade,N
QDJ73859,V-clade,N
QDJ94410,V-clade,N
QDJ94418,V-clade,N
QDJ94554,V-clade,N
QDJ94609,V-clade,N
QDJ94675,V-clade,N
QDJ94774,V-clade,N
QDJ94823,V-clade,N
QDJ94917,V-clade,N
QDJ95776,V-clade,N
QDJ95794,F-clade,N
QDJ95804,F-clade,N
QDJ95844,V-clade,N
QDK57132,V-clade,N
QDK57139,V-clade,N
QDK57150,V-clade,N
QDK57323,V-clade,N
QDK57630,V-clade,N
QDK57665,V-clade,N
QDK57712,V-clade,N
QDK58017,V-clade,N
QDM38616,F-clade,N
QDP14974,V-clade,N
QDP15010,V-clade,N
QDP15476,V-clade,N
QDP15694,V-clade,N
QDP16826,V-clade,N
QDR48156,V-clade,N
QDR48169,V-clade,N
QDR48235,V-clade,N
QDR48323,V-clade,N
QDR48444,V-clade,N
QDR48477,V-clade,N
QDR48502,V-clade,N
QDX11060,V-clade,N
QDX11095,V-clade,N
QDX16237,V-clade,N
QDX16270,V-clade,N
QED55845,V-clade,N
QED55885,V-clade,N
QED55945,F-clade,N
QED94816,V-clade,N
QEH91950,V-clade,N
QEH91984,V-clade,N
QEI48488,V-clade,N
QEJ81140,V-clade,N
QEJ81252,V-clade,N
QEJ88866,V-clade,N
QEL53503,V-clade,N
QEL53505,V-clade,N
QEL53506,V-clade,N
QEM33695,V-clade,N
QEM33705,V-clade,N
QEM33726,V-clade,N
QEN96438,V-clade,Y
QEX14669,V-clade,N
QEY10424,V-clade,N
QEY10501,F-clade,Y
QEY10560,F-clade,N
QFO38867,V-clade,N
QFO38911,V-clade,N
QFR17241,V-clade,N
QFR17252,V-clade,N
QFR17333,V-clade,N
QFS21266,F-clade,N
QFS21347,F-clade,N
QFU20135,V-clade,N
QFX66862,V-clade,N
QFX66889,F-clade,N
QFX66908,V-clade,N
QFX66927,V-clade,N
QFX66965,F-clade,N
QFX67013,V-clade,N
QFZ88246,V-clade,N
QFZ88253,V-clade,N
QFZ88279,V-clade,N
QFZ88312,V-clade,N
QGF19434,V-clade,N
QGH81310,V-clade,N
QGL51782,F-clade,Y
QGM78544,V-clade,Y
QGM78562,V-clade,N
QGM79158,V-clade,N
QGM79338,V-clade,N
QGT51826,F-clade,Y
QGT51921,F-clade,N
QGT51941,F-clade,N
QGT51951,V-clade,N
QGT51991,F-clade,N
QGW43581,V-clade,N
QGW43603,V-clade,N
QGW43669,V-clade,N
QGW43713,V-clade,N
QGW43834,V-clade,N
QHA77978,V-clade,N
QHI02313,V-clade,N
QHI02396,V-clade,N
QHI02451,V-clade,N
QHI02649,V-clade,N
QHI02676,V-clade,N
QHN72629,V-clade,N
QHN72734,V-clade,N
QHN73548,V-clade,N
QHN73615,V-clade,N
QHT65121,V-clade,N
QHX37607,V-clade,N
QHX37887,V-clade,N
QHX38030,V-clade,N
QHX38327,V-clade,N
QHX38393,V-clade,N
QHX38520,V-clade,N
QHX38789,V-clade,N
QHX39026,V-clade,N
QIA57493,V-clade,N
QIA57728,V-clade,N
QIA57759,V-clade,N
QIA58611,V-clade,N
QIA58804,V-clade,N
QID20981,V-clade,N
QIH29517,V-clade,N
QIJ23625,V-clade,N
QIJ23794,V-clade,N
QIJ23882,V-clade,N
QIJ23992,V-clade,N
QIJ24014,V-clade,N
QIJ24190,V-clade,N
QIJ24410,V-clade,N
QIJ24650,V-clade,N
QIJ24793,V-clade,N
QIJ24914,V-clade,N
QIJ25101,V-clade,N
QIJ25167,V-clade,N
QIJ25255,V-clade,N
QIM56387,V-clade,N
QIQ07330,V-clade,N
QIQ07358,V-clade,N
QIQ07427,V-clade,N
QIQ07447,F-clade,N
QIQ07546,V-clade,N
QIQ07576,F-clade,N
QIQ07734,F-clade,N
QIQ07774,V-clade,N
QIQ07821,V-clade,N
QIQ07874,F-clade,N
QIQ07903,F-clade,N
QIQ07913,F-clade,N
QIQ07952,F-clade,N
QIQ44194,V-clade,N
QIQ44202,V-clade,N
QIQ44346,V-clade,N
QIQ44544,V-clade,N
QIQ44621,V-clade,N
QIQ44665,V-clade,N
QIQ44709,V-clade,N
QIQ44847,V-clade,N
QIQ44920,V-clade,N
QIQ44940,V-clade,N
QIQ45083,V-clade,N
QIQ45248,V-clade,N
QIQ45347,V-clade,N
QIQ45556,V-clade,N
QIQ45710,V-clade,N
QIQ45789,V-clade,N
QIQ45821,V-clade,N
QIQ45864,V-clade,N
QIQ45930,V-clade,N
QIS63190,V-clade,N
QIS63267,V-clade,N
QIS63287,V-clade,N
QIS63305,F-clade,N
QIS63325,V-clade,N
QIS63373,F-clade,N
QIS63393,V-clade,N
QIV14089,V-clade,N
QIV14459,V-clade,N
QIV14580,V-clade,N
QIV14635,V-clade,N
QIV14657,V-clade,N
QIV14756,V-clade,N
QIV14899,V-clade,N
QIZ31688,V-clade,N
QIZ32227,V-clade,N
QIZ32284,V-clade,N
QIZ32622,V-clade,N
QIZ32847,V-clade,N
QIZ32873,V-clade,N
QIZ32899,V-clade,N
QIZ33163,V-clade,N
QIZ33233,V-clade,N
QIZ33240,V-clade,N
QJB24223,V-clade,N
QJD57080,F-clade,N
QJI52927,V-clade,N
QJT24418,V-clade,N
QJT24539,V-clade,N
QJT24638,V-clade,N
QJT24649,V-clade,N
QJT24770,V-clade,N
QJT24781,V-clade,N
AAA51481,clade-split,Y
AAA52258,clade-split,Y
AAA52261,clade-split,Y
AAA52267,clade-split,Y
AAA73104,clade-split,Y
AAA74750,clade-split,Y
AAF73885,clade-split,Y
AAF73888,clade-split,Y
AAL87893,clade-split,Y
ABB86875,clade-split,Y
ABB86885,clade-split,Y
ABB86945,clade-split,Y
ABQ45462,clade-split,Y
ABR15834,clade-split,Y
ABR15878,clade-split,Y
ABR28541,clade-split,Y
ABR28552,clade-split,Y
ABR28574,clade-split,Y
ABR28585,clade-split,Y
ABR28618,clade-split,Y
ABR28651,clade-split,Y
ABR28750,clade-split,Y
ABR29569,clade-split,Y
ABR29589,clade-split,Y
ABS49925,clade-split,Y
ABS50115,clade-split,Y
ABU80192,clade-split,Y
ABU80236,clade-split,Y
ABU80291,clade-split,Y
ABV82599,clade-split,Y
ABW36326,clade-split,Y
ABW71507,clade-split,Y
ABW86589,clade-split,Y
ABY40429,F-clade,N
ABY51219,clade-split,Y
ACD35866,F-clade,N
ACD88520,clade-split,Y
ACE78009,F-clade,N
ACE78012,F-clade,N
ACE78020,F-clade,N
ACF17150,F-clade,N
ACF25041,clade-split,Y
ACF25600,clade-split,Y
BAH02121,clade-split,Y
BAH02181,clade-split,Y
ACQ63246,V-clade,N
ACQ83303,V-clade,N
ACQ99661,V-clade,N
ACR10631,V-clade,N
ACR18971,V-clade,N
ACR54995,V-clade,N
ACR83980,clade-split,Y
